appid,discount_start,playtime_filter,positive_count_before,negative_count_before,positive_count_during,negative_count_during,before_days,during_days,response_rate_positive,response_rate_negative,positive_rate_before,positive_rate_during,positive_rate_delta,sentiment_group
105600,2026-03-19,all,13430,559,2861,136,30,7,-0.087012,0.042678,0.96004,0.954621,-0.005419,down
252490,2026-03-19,all,11801,2106,2648,446,30,7,-0.038338,-0.092389,0.848565,0.85585,0.007285,up
2358720,2026-02-09,all,2178,196,2538,296,30,14,1.497048,2.236152,0.917439,0.895554,-0.021885,down
1245620,2026-03-19,all,5706,453,1896,184,30,7,0.424065,0.740776,0.926449,0.911538,-0.014911,down
553850,2026-03-19,all,10178,4873,2048,690,30,7,-0.137636,-0.393158,0.676234,0.747991,0.071757,up
550,2026-03-19,all,5940,172,2001,61,30,7,0.443723,0.519934,0.971859,0.970417,-0.001442,neutral
381210,2026-03-17,all,5423,1477,2459,677,30,9,0.511464,0.527872,0.785942,0.78412,-0.001822,neutral
739630,2026-01-17,all,5675,450,2300,187,30,14,-0.131529,-0.109524,0.926531,0.924809,-0.001722,neutral
739630,2026-03-19,all,4503,356,1285,107,30,9,-0.048782,0.001873,0.926734,0.923132,-0.003602,neutral
413150,2026-03-19,all,2282,35,3444,61,30,7,5.468011,6.469388,0.984894,0.982596,-0.002298,neutral
1091500,2026-02-12,all,7257,439,2553,144,30,10,0.055395,-0.015945,0.942957,0.946607,0.00365,neutral
1091500,2026-03-19,all,6787,355,2147,123,30,7,0.355743,0.484909,0.950294,0.945815,-0.004479,neutral
1086940,2026-02-26,all,6382,331,773,53,30,4,-0.091586,0.200906,0.950693,0.935835,-0.014857,down
1086940,2026-03-19,all,5649,300,1309,76,30,7,-0.006904,0.085714,0.949571,0.945126,-0.004445,neutral
218620,2025-06-05,all,985,107,413,29,30,7,0.796954,0.161549,0.902015,0.934389,0.032374,up
218620,2025-06-27,all,1494,109,658,63,30,13,0.016373,0.333804,0.932002,0.912621,-0.019381,down
218620,2025-07-13,all,1529,120,705,72,30,14,-0.011959,0.285714,0.927229,0.907336,-0.019893,down
218620,2025-09-25,all,796,308,777,1458,30,11,1.662175,11.910272,0.721014,0.347651,-0.373363,down
218620,2025-11-21,all,929,144,640,60,30,14,0.476242,-0.107143,0.865797,0.914286,0.048489,up
218620,2025-12-18,all,1062,118,2301,253,30,18,2.611111,2.573446,0.9,0.90094,0.00094,neutral
218620,2026-01-15,all,3233,335,842,78,30,14,-0.441916,-0.501066,0.90611,0.915217,0.009108,up
218620,2026-02-28,all,1286,135,631,52,30,14,0.051433,-0.174603,0.904996,0.923865,0.018869,up
218620,2026-03-19,all,1257,122,278,26,30,7,-0.052165,-0.086651,0.91153,0.914474,0.002944,neutral
892970,2025-12-18,all,5495,252,1816,218,30,18,-0.449196,0.441799,0.956151,0.892822,-0.063329,down
892970,2026-01-20,all,2994,364,1658,221,30,14,0.186659,0.30102,0.891602,0.882384,-0.009218,down
892970,2026-03-05,all,2782,429,2289,277,30,21,0.175413,-0.077589,0.866397,0.89205,0.025653,up
322330,2025-12-18,all,7694,231,1984,218,30,18,-0.570228,0.572872,0.970852,0.900999,-0.069853,down
322330,2026-02-12,all,1980,249,627,74,30,7,0.357143,0.273666,0.888291,0.894437,0.006146,up
322330,2026-03-19,all,2149,242,590,62,30,7,0.176627,0.097993,0.898787,0.904908,0.006121,up
377160,2025-12-18,all,1866,2203,1733,896,30,18,0.547874,-0.322136,0.458589,0.659186,0.200597,up
377160,2026-01-28,all,3096,1162,1329,343,30,9,0.430879,-0.016064,0.727102,0.794856,0.067755,up
377160,2026-03-19,all,2267,417,418,70,30,7,-0.20978,-0.280576,0.844635,0.856557,0.011923,up
1623730,2025-12-04,all,6322,194,4206,273,30,32,-0.376285,0.319265,0.970227,0.939049,-0.031178,down
1623730,2026-02-12,all,3095,224,1452,77,30,12,0.172859,-0.140625,0.93251,0.94964,0.01713,up
4000,2026-03-19,all,9423,283,2099,58,30,7,-0.045345,-0.121656,0.970843,0.973111,0.002268,neutral
227300,2026-02-19,all,7871,339,2798,135,30,7,0.523495,0.7067,0.958709,0.953972,-0.004737,neutral
227300,2026-03-19,all,8617,394,1987,73,30,7,-0.011754,-0.205946,0.956276,0.964563,0.008287,up
242760,2026-03-19,all,2886,145,1578,85,30,7,1.343332,1.512315,0.952161,0.948888,-0.003273,neutral
251570,2025-08-25,all,2282,2233,939,279,30,14,-0.118255,-0.732263,0.505426,0.770936,0.26551,up
251570,2025-09-29,all,1788,455,459,94,30,7,0.100192,-0.1146,0.797147,0.830018,0.032871,up
251570,2025-10-27,all,1707,359,399,66,30,7,0.001757,-0.212097,0.826234,0.858065,0.03183,up
251570,2025-12-18,all,3637,318,1458,316,30,18,-0.331867,0.656184,0.919595,0.821871,-0.097724,down
251570,2026-01-28,all,2111,398,591,119,30,10,-0.160114,-0.103015,0.841371,0.832394,-0.008977,down
251570,2026-03-19,all,1429,252,391,90,30,7,0.172648,0.530612,0.850089,0.81289,-0.037199,down
960090,2025-12-18,all,5210,107,2005,70,30,18,-0.358605,0.090343,0.979876,0.966265,-0.013611,down
960090,2026-03-09,all,2961,112,790,38,30,7,0.143436,0.454082,0.963554,0.954106,-0.009447,down
960090,2026-03-19,all,2816,122,706,22,30,7,0.074472,-0.227166,0.958475,0.96978,0.011305,up
289070,2025-08-04,all,2005,637,1015,127,30,14,0.084788,-0.572774,0.758895,0.888792,0.129897,up
289070,2025-09-18,all,1669,174,1075,117,30,18,0.073497,0.12069,0.905589,0.901846,-0.003743,neutral
289070,2025-11-03,all,1515,162,889,103,30,14,0.257426,0.362434,0.903399,0.896169,-0.00723,down
289070,2025-12-18,all,1578,149,1265,133,30,18,0.336079,0.487696,0.913723,0.904864,-0.008859,down
289070,2026-02-05,all,1483,172,864,82,30,14,0.248435,0.021595,0.896073,0.913319,0.017247,up
289070,2026-03-19,all,1612,153,664,89,30,11,0.123393,0.586453,0.913314,0.881806,-0.031508,down
648800,2025-09-29,all,1824,211,656,86,30,7,0.541353,0.746784,0.896314,0.884097,-0.012217,down
648800,2025-12-18,all,1778,206,2350,351,30,18,1.20285,1.839806,0.896169,0.870048,-0.026121,down
648800,2026-03-19,all,2294,213,841,98,30,7,0.571179,0.971831,0.915038,0.895634,-0.019404,down
284160,2026-02-15,all,6649,198,2296,62,30,7,0.479922,0.341991,0.971082,0.973707,0.002624,neutral
284160,2026-03-19,all,6807,224,1549,43,30,7,-0.024743,-0.177296,0.968141,0.97299,0.004849,neutral
1966720,2025-09-29,all,1737,114,536,52,30,7,0.322477,0.954887,0.938412,0.911565,-0.026847,down
1966720,2025-10-30,all,2097,167,311,34,30,4,0.112303,0.526946,0.926237,0.901449,-0.024787,down
1966720,2025-12-18,all,3080,125,1788,119,30,18,-0.032468,0.586667,0.960998,0.937598,-0.0234,down
1966720,2026-03-19,all,1907,134,430,36,30,7,-0.033635,0.151386,0.934346,0.922747,-0.011599,down
620,2025-12-18,all,2544,42,3056,42,30,18,1.002096,0.666667,0.983759,0.986443,0.002684,neutral
620,2026-03-19,all,2213,37,824,15,30,7,0.595765,0.737452,0.983556,0.982122,-0.001434,neutral
221100,2025-10-27,all,2707,394,657,120,30,7,0.04016,0.305294,0.872944,0.84556,-0.027384,down
221100,2025-12-18,all,2294,307,2012,307,30,18,0.461784,0.666667,0.881968,0.867615,-0.014353,down
221100,2026-02-05,all,2832,424,1374,241,30,14,0.039649,0.217992,0.869779,0.850774,-0.019005,down
221100,2026-03-19,all,2575,394,607,94,30,7,0.010264,0.02248,0.867295,0.865906,-0.00139,neutral
367520,2026-03-19,all,5493,208,1406,77,30,7,0.096981,0.586538,0.963515,0.948078,-0.015437,down
1172620,2025-06-24,all,1295,266,1273,384,30,16,0.843147,1.706767,0.829596,0.768256,-0.061341,down
1172620,2025-08-11,all,1525,333,380,104,30,7,0.067916,0.338481,0.820775,0.785124,-0.035651,down
1172620,2025-09-24,all,955,194,489,111,30,12,0.280105,0.430412,0.831158,0.815,-0.016158,down
1172620,2025-11-21,all,800,196,1247,99,30,11,3.251136,0.377551,0.803213,0.926449,0.123236,up
1172620,2025-12-18,all,1849,262,1284,256,30,18,0.157382,0.628499,0.875888,0.833766,-0.042122,down
1172620,2026-02-09,all,1223,302,250,53,30,7,-0.123934,-0.247871,0.801967,0.825083,0.023115,up
1172620,2026-03-19,all,1025,273,271,89,30,7,0.133101,0.397174,0.789676,0.752778,-0.036899,down
275850,2025-12-18,all,11437,288,2207,260,30,18,-0.678383,0.50463,0.975437,0.894609,-0.080828,down
275850,2026-02-09,all,1877,193,2208,255,30,14,1.52074,1.831236,0.906763,0.896468,-0.010296,down
275850,2026-03-19,all,2760,306,576,69,30,7,-0.10559,-0.033613,0.900196,0.893023,-0.007172,down
814380,2025-09-22,all,2497,170,1279,95,30,14,0.097603,0.197479,0.936258,0.930859,-0.005399,down
814380,2025-11-19,all,1885,111,1247,85,30,14,0.417582,0.640927,0.944389,0.936186,-0.008203,down
814380,2025-12-18,all,2375,149,1727,109,30,18,0.21193,0.219239,0.940967,0.940632,-0.000335,neutral
814380,2026-03-19,all,1488,83,547,49,30,7,0.575461,1.53012,0.947167,0.917785,-0.029382,down
990080,2025-12-18,all,8532,912,3873,598,30,18,-0.243436,0.092836,0.903431,0.866249,-0.037182,down
990080,2026-02-05,all,3178,534,687,110,30,7,-0.073541,-0.117175,0.856142,0.861982,0.00584,up
990080,2026-03-14,all,2215,349,1087,191,30,12,0.226862,0.368195,0.863885,0.850548,-0.013337,down
264710,2026-03-19,all,2832,52,1016,21,30,7,0.53753,0.730769,0.981969,0.979749,-0.00222,neutral
1517290,2026-03-12,all,295,173,599,407,30,14,3.35109,4.041288,0.630342,0.595427,-0.034914,down
632360,2025-12-18,all,11291,465,2295,168,30,18,-0.661235,-0.397849,0.960446,0.93179,-0.028655,down
632360,2026-02-05,all,2084,169,1220,99,30,14,0.254456,0.255283,0.924989,0.924943,-4.6e-05,neutral
632360,2026-03-19,all,1751,131,508,50,30,7,0.243371,0.635769,0.930393,0.910394,-0.019999,down
1118200,2025-12-18,all,2545,49,4125,101,30,18,1.701375,2.435374,0.98111,0.9761,-0.00501,down
1145360,2025-09-17,all,1052,34,1206,59,30,8,3.298954,5.507353,0.968692,0.95336,-0.015333,down
1145360,2025-09-29,all,2614,118,1297,76,30,7,1.126462,1.760291,0.956808,0.944647,-0.012161,down
1145360,2025-10-27,all,4101,213,631,30,30,7,-0.340579,-0.396378,0.950626,0.954614,0.003988,neutral
1145360,2025-12-18,all,1894,60,2000,103,30,18,0.759944,1.861111,0.969294,0.951022,-0.018271,down
1145360,2026-02-17,all,1512,88,441,29,30,7,0.25,0.412338,0.945,0.938298,-0.006702,down
1145360,2026-03-19,all,1568,83,518,21,30,7,0.415816,0.084337,0.949727,0.961039,0.011312,up
391540,2025-12-04,all,3078,124,4230,154,30,32,0.288377,0.164315,0.961274,0.964872,0.003598,neutral
391540,2026-01-17,all,4188,143,1790,63,30,14,-0.084118,-0.055944,0.966982,0.966001,-0.000981,neutral
391540,2026-03-02,all,3172,120,1651,64,30,14,0.11534,0.142857,0.963548,0.962682,-0.000866,neutral
391540,2026-03-19,all,3305,136,790,22,30,7,0.024422,-0.306723,0.960477,0.972906,0.01243,up
261550,2025-09-22,all,1505,188,1139,142,30,14,0.621737,0.618541,0.888955,0.889149,0.000195,neutral
261550,2025-11-26,all,1679,222,2730,724,30,14,2.484217,5.988417,0.883219,0.790388,-0.092831,down
261550,2025-12-18,all,4031,1004,1717,367,30,18,-0.290085,-0.39077,0.800596,0.823896,0.023301,up
261550,2026-03-19,all,1583,277,459,89,30,7,0.242668,0.376998,0.851075,0.837591,-0.013484,down
1326470,2026-03-19,all,2646,212,1522,160,30,7,1.465177,2.234501,0.925822,0.904875,-0.020947,down
1144200,2026-02-05,all,2873,459,1079,174,30,10,0.126697,0.137255,0.862245,0.861133,-0.001112,neutral
1144200,2026-03-19,all,3591,616,2139,366,30,7,1.552811,1.546382,0.853577,0.853892,0.000315,neutral
526870,2025-12-01,all,5164,94,834,26,30,7,-0.307846,0.18541,0.982122,0.969767,-0.012355,down
526870,2025-12-18,all,5248,95,2375,71,30,18,-0.245744,0.245614,0.98222,0.970973,-0.011247,down
526870,2026-03-05,all,2594,92,2732,78,30,21,0.504571,0.21118,0.965748,0.972242,0.006494,up
1468810,2024-05-27,all,237,108,58,24,30,7,0.048825,-0.047619,0.686957,0.707317,0.020361,up
1468810,2024-06-27,all,288,122,195,61,30,14,0.450893,0.071429,0.702439,0.761719,0.05928,up
1468810,2024-11-06,all,262,69,66,28,30,6,0.259542,1.028986,0.791541,0.702128,-0.089413,down
1468810,2024-12-12,all,338,206,83,59,30,7,0.052409,0.227462,0.621324,0.584507,-0.036816,down
1468810,2024-12-20,all,308,261,361,218,30,13,1.704795,0.927498,0.541301,0.623489,0.082188,up
1468810,2025-01-26,all,692,370,222,167,30,14,-0.312552,-0.032819,0.651601,0.570694,-0.080907,down
1468810,2025-03-13,all,336,138,71,37,30,7,-0.094388,0.149068,0.708861,0.657407,-0.051453,down
1468810,2025-05-20,all,218,71,60,20,30,7,0.179554,0.207243,0.754325,0.75,-0.004325,neutral
1468810,2025-06-26,all,258,89,131,37,30,14,0.08804,-0.109149,0.743516,0.779762,0.036246,up
1468810,2025-07-22,all,273,90,58,31,30,6,0.062271,0.722222,0.752066,0.651685,-0.100381,down
1468810,2025-09-23,all,214,62,104,29,30,13,0.121495,0.079404,0.775362,0.781955,0.006593,up
1468810,2025-12-04,all,354,61,53,11,30,7,-0.358354,-0.227166,0.853012,0.828125,-0.024887,down
1468810,2025-12-18,all,360,72,146,50,30,18,-0.324074,0.157407,0.833333,0.744898,-0.088435,down
1468810,2026-01-26,all,249,69,248,73,30,14,1.134251,1.267081,0.783019,0.772586,-0.010433,down
1468810,2026-03-19,all,271,84,67,14,30,7,0.059568,-0.285714,0.76338,0.82716,0.06378,up
1332010,2024-05-23,all,1130,30,615,24,30,11,0.484312,1.181818,0.974138,0.962441,-0.011697,down
1332010,2024-06-27,all,1436,48,1184,42,30,14,0.766813,0.875,0.967655,0.965742,-0.001913,neutral
1332010,2024-08-01,all,1940,62,851,31,30,11,0.196345,0.363636,0.969031,0.964853,-0.004178,neutral
1332010,2024-10-28,all,795,29,363,12,30,7,0.956873,0.773399,0.964806,0.968,0.003194,neutral
1332010,2024-11-27,all,1255,38,438,8,30,7,0.495731,-0.097744,0.970611,0.982063,0.011452,up
1332010,2024-12-05,all,1345,33,2133,75,30,28,0.69915,1.435065,0.976052,0.966033,-0.01002,down
1332010,2025-01-18,all,2321,75,459,16,30,7,-0.152459,-0.085714,0.968698,0.966316,-0.002382,neutral
1332010,2025-02-24,all,1296,41,491,19,30,7,0.623677,0.986063,0.969334,0.962745,-0.006589,down
