appid,discount_start,playtime_filter,positive_count_before,negative_count_before,positive_count_during,negative_count_during,before_days,during_days,response_rate_positive,response_rate_negative,positive_rate_before,positive_rate_during,positive_rate_delta,sentiment_group
1332010,2025-04-12,10h,437,8,201,4,30,14,-0.014384,0.071429,0.982022,0.980488,-0.001535,neutral
1332010,2025-05-26,10h,364,9,230,4,30,14,0.354003,-0.047619,0.975871,0.982906,0.007035,up
1332010,2025-06-27,10h,479,7,493,5,30,27,0.143586,-0.206349,0.985597,0.98996,0.004363,neutral
1332010,2025-08-23,10h,404,9,192,5,30,14,0.018388,0.190476,0.978208,0.974619,-0.003589,neutral
1332010,2025-09-29,10h,404,9,299,4,30,21,0.057284,-0.365079,0.978208,0.986799,0.00859,up
1332010,2025-11-19,10h,372,5,203,3,30,14,0.169355,0.285714,0.986737,0.985437,-0.001301,neutral
1332010,2025-12-18,10h,425,7,633,8,30,32,0.396324,0.071429,0.983796,0.98752,0.003723,neutral
1332010,2026-02-22,10h,358,11,178,2,30,13,0.1474,-0.58042,0.97019,0.988889,0.018699,up
1332010,2026-03-19,10h,407,6,120,0,30,7,0.263601,-1.0,0.985472,1.0,0.014528,up
1332010,2026-04-06,10h,469,6,198,3,30,14,-0.09534,0.071429,0.987368,0.985075,-0.002294,neutral
1426210,2025-05-01,10h,1644,37,1008,23,30,14,0.313869,0.332046,0.977989,0.977692,-0.000298,neutral
1426210,2025-06-20,10h,1786,49,1909,73,30,20,0.603303,1.234694,0.973297,0.963169,-0.010128,down
1426210,2025-07-28,10h,2938,94,1152,28,30,14,-0.159778,-0.361702,0.968997,0.976271,0.007274,up
1426210,2025-09-11,10h,1904,62,795,24,30,14,-0.105267,-0.170507,0.968464,0.970696,0.002232,neutral
1426210,2025-09-29,10h,1731,53,632,15,30,7,0.564744,0.212938,0.970291,0.976816,0.006525,up
1426210,2025-11-20,10h,1522,29,1102,32,30,14,0.55153,1.364532,0.981302,0.971781,-0.009521,down
1426210,2025-12-18,10h,2156,63,3215,92,30,25,0.789425,0.752381,0.971609,0.97218,0.000571,neutral
1426210,2026-02-11,10h,2834,79,1584,41,30,14,0.197701,0.112116,0.97288,0.974769,0.001889,neutral
1426210,2026-03-19,10h,3072,81,651,17,30,7,-0.091797,-0.100529,0.97431,0.974551,0.000241,neutral
1426210,2026-04-23,10h,2220,71,798,20,30,14,-0.22973,-0.396378,0.969009,0.97555,0.006541,up
870780,2024-06-13,10h,310,49,341,37,30,28,0.178571,-0.190962,0.86351,0.902116,0.038607,up
870780,2024-08-12,10h,297,26,80,5,30,7,0.154401,-0.175824,0.919505,0.941176,0.021672,up
870780,2024-09-19,10h,288,32,172,19,30,14,0.279762,0.272321,0.9,0.900524,0.000524,neutral
870780,2024-11-04,10h,393,40,90,5,30,7,-0.018539,-0.464286,0.907621,0.947368,0.039747,up
870780,2024-11-27,10h,380,39,131,5,30,7,0.477444,-0.450549,0.906921,0.963235,0.056314,up
870780,2024-12-12,10h,412,39,301,31,30,21,0.043689,0.135531,0.913525,0.906627,-0.006899,down
870780,2025-03-13,10h,267,25,95,18,30,7,0.52488,2.085714,0.914384,0.840708,-0.073676,down
870780,2025-04-21,10h,270,37,61,8,30,7,-0.031746,-0.073359,0.879479,0.884058,0.004579,neutral
870780,2025-06-02,10h,234,35,90,15,30,7,0.648352,0.836735,0.869888,0.857143,-0.012746,down
870780,2025-06-27,10h,371,51,165,17,30,13,0.026332,-0.230769,0.879147,0.906593,0.027446,up
870780,2025-07-14,10h,404,44,102,11,30,7,0.082037,0.071429,0.901786,0.902655,0.000869,neutral
870780,2025-08-24,10h,333,41,137,24,30,7,0.763192,1.508711,0.890374,0.850932,-0.039443,down
870780,2025-09-29,10h,554,90,134,27,30,7,0.036617,0.285714,0.860248,0.832298,-0.02795,down
870780,2025-10-27,10h,551,81,110,12,30,7,-0.144413,-0.365079,0.871835,0.901639,0.029804,up
870780,2025-12-08,10h,471,66,122,13,30,7,0.1101,-0.155844,0.877095,0.903704,0.026609,up
870780,2025-12-18,10h,499,66,486,64,30,18,0.623246,0.616162,0.883186,0.883636,0.000451,neutral
870780,2026-01-20,10h,741,95,197,19,30,7,0.139387,-0.142857,0.886364,0.912037,0.025673,up
870780,2026-03-19,10h,508,48,113,19,30,7,-0.046682,0.696429,0.913669,0.856061,-0.057608,down
870780,2026-04-17,10h,440,49,109,11,30,7,0.061688,-0.037901,0.899796,0.908333,0.008538,up
1057090,2024-06-09,10h,583,13,449,13,30,14,0.650331,1.142857,0.978188,0.971861,-0.006326,down
1057090,2024-06-27,10h,813,20,493,10,30,14,0.29942,0.071429,0.97599,0.980119,0.004129,neutral
1057090,2024-09-20,10h,521,11,163,5,30,7,0.340828,0.948052,0.979323,0.970238,-0.009085,down
1057090,2024-11-27,10h,401,8,177,3,30,7,0.891699,0.607143,0.98044,0.983333,0.002893,neutral
1057090,2024-12-20,10h,597,16,392,8,30,13,0.515269,0.153846,0.973899,0.98,0.006101,up
1057090,2025-01-20,10h,774,20,356,8,30,14,-0.014396,-0.142857,0.974811,0.978022,0.003211,neutral
1057090,2025-03-05,10h,648,30,176,7,30,8,0.018519,-0.125,0.955752,0.961749,0.005996,up
1057090,2025-03-14,10h,601,31,203,7,30,6,0.688852,0.129032,0.950949,0.966667,0.015717,up
1057090,2025-04-24,10h,512,16,332,9,30,14,0.389509,0.205357,0.969697,0.973607,0.00391,neutral
1057090,2025-06-07,10h,567,22,178,4,30,9,0.046443,-0.393939,0.962649,0.978022,0.015373,up
1057090,2025-06-27,10h,588,12,265,7,30,13,0.040031,0.346154,0.98,0.974265,-0.005735,down
1057090,2025-09-29,10h,572,19,217,7,30,7,0.625874,0.578947,0.967851,0.96875,0.000899,neutral
1057090,2025-11-21,10h,407,12,261,5,30,11,0.748939,0.136364,0.97136,0.981203,0.009843,up
1057090,2025-12-18,10h,650,28,405,18,30,18,0.038462,0.071429,0.958702,0.957447,-0.001255,neutral
1057090,2026-01-21,10h,601,16,219,6,30,12,-0.089018,-0.0625,0.974068,0.973333,-0.000735,neutral
1057090,2026-03-19,10h,401,9,110,5,30,7,0.175632,1.380952,0.978049,0.956522,-0.021527,down
1057090,2026-04-16,10h,449,22,219,10,30,14,0.04518,-0.025974,0.953291,0.956332,0.003041,neutral
294100,2024-10-04,10h,1382,38,766,13,30,14,0.18772,-0.266917,0.973239,0.983312,0.010073,up
294100,2024-11-27,10h,1335,27,2229,13,30,7,6.155698,1.063492,0.980176,0.994202,0.014025,up
294100,2024-12-19,10h,3380,32,859,24,30,14,-0.45541,0.607143,0.990621,0.97282,-0.017801,down
294100,2025-01-23,10h,1816,59,954,23,30,14,0.125708,-0.164649,0.968533,0.976459,0.007925,up
294100,2025-03-13,10h,1687,29,458,17,30,7,0.163519,1.512315,0.9831,0.964211,-0.01889,down
294100,2025-03-24,10h,1740,31,934,24,30,14,0.150246,0.658986,0.982496,0.974948,-0.007548,down
294100,2025-05-14,10h,1532,36,405,11,30,7,0.132973,0.309524,0.977041,0.973558,-0.003483,neutral
294100,2025-06-27,10h,2145,54,3788,122,30,27,0.962186,1.510288,0.975443,0.968798,-0.006645,down
294100,2025-09-29,10h,1683,58,414,8,30,7,0.05424,-0.408867,0.966686,0.981043,0.014357,up
294100,2025-10-10,10h,1710,45,805,18,30,14,0.008772,-0.142857,0.974359,0.978129,0.00377,neutral
294100,2025-11-24,10h,1627,38,3026,9,30,7,6.970849,0.015038,0.977177,0.997035,0.019857,up
294100,2025-12-18,10h,4397,35,1292,34,30,18,-0.510272,0.619048,0.992103,0.974359,-0.017744,down
294100,2026-02-10,10h,1844,39,922,17,30,14,0.071429,-0.065934,0.979288,0.981896,0.002607,neutral
294100,2026-03-19,10h,1944,35,425,14,30,7,-0.063051,0.714286,0.982314,0.968109,-0.014205,down
294100,2026-04-17,10h,1878,59,390,8,30,7,-0.109995,-0.418886,0.969541,0.979899,0.010359,up
582010,2024-12-19,10h,4387,291,1618,99,30,14,-0.209678,-0.270987,0.937794,0.942341,0.004547,neutral
582010,2025-01-27,10h,3018,184,1683,116,30,14,0.194973,0.350932,0.942536,0.93552,-0.007016,down
582010,2025-04-23,10h,1987,163,999,67,30,13,0.160234,-0.051439,0.924186,0.937148,0.012962,up
582010,2025-06-05,10h,1834,180,1122,119,30,15,0.223555,0.322222,0.910626,0.90411,-0.006516,down
582010,2025-06-27,10h,2085,215,1015,88,30,13,0.123409,-0.055456,0.906522,0.920218,0.013696,up
582010,2025-08-11,10h,1606,159,741,75,30,13,0.064757,0.088534,0.909915,0.908088,-0.001827,neutral
582010,2025-09-23,10h,1424,111,616,191,30,13,-0.001729,2.970894,0.927687,0.763321,-0.164366,down
582010,2025-10-29,10h,1417,284,672,61,30,13,0.094403,-0.504334,0.833039,0.91678,0.083741,up
582010,2025-12-11,10h,1502,128,1596,146,30,25,0.2751,0.36875,0.921472,0.916188,-0.005284,down
582010,2026-02-12,10h,1190,138,727,60,30,14,0.309124,-0.068323,0.896084,0.923761,0.027677,up
582010,2026-04-01,10h,1252,123,1028,103,30,14,0.759471,0.794425,0.910545,0.90893,-0.001615,neutral
435150,2024-06-27,10h,729,40,450,26,30,14,0.322751,0.392857,0.947984,0.945378,-0.002606,neutral
435150,2024-09-05,10h,765,45,143,13,30,4,0.401961,1.166667,0.944444,0.916667,-0.027778,down
435150,2024-11-27,10h,579,26,237,16,30,7,0.754256,1.637363,0.957025,0.936759,-0.020266,down
435150,2024-12-19,10h,985,89,605,25,30,14,0.316171,-0.398074,0.917132,0.960317,0.043185,up
435150,2025-02-10,10h,857,50,191,16,30,7,-0.044841,0.371429,0.944873,0.922705,-0.022168,down
435150,2025-03-13,10h,855,46,196,16,30,7,-0.017544,0.490683,0.948946,0.924528,-0.024417,down
435150,2025-06-02,10h,618,39,180,15,30,7,0.248266,0.648352,0.940639,0.923077,-0.017562,down
435150,2025-06-27,10h,738,47,413,23,30,13,0.291432,0.129296,0.940127,0.947248,0.00712,up
435150,2025-09-29,10h,535,28,149,12,30,7,0.193591,0.836735,0.950266,0.925466,-0.024801,down
435150,2025-12-18,10h,928,47,1535,81,30,18,1.756825,1.87234,0.951795,0.949876,-0.001919,neutral
435150,2026-02-02,10h,1856,119,443,21,30,7,0.022937,-0.243697,0.939747,0.954741,0.014995,up
435150,2026-03-19,10h,1035,71,209,11,30,7,-0.134576,-0.336016,0.935805,0.95,0.014195,up
435150,2026-04-13,10h,871,58,184,15,30,7,-0.094637,0.108374,0.937567,0.924623,-0.012944,down
1794680,2024-06-27,10h,970,20,509,9,30,14,0.124448,-0.035714,0.979798,0.982625,0.002828,neutral
1794680,2024-08-08,10h,1046,33,249,7,30,7,0.020213,-0.090909,0.969416,0.972656,0.00324,neutral
1794680,2024-10-21,10h,784,18,1030,23,30,14,1.815233,1.738095,0.977556,0.978158,0.000602,neutral
1794680,2024-11-27,10h,2087,37,3397,10,30,7,5.975837,0.158301,0.98258,0.997065,0.014485,up
1794680,2024-12-20,10h,4407,28,660,9,30,13,-0.654396,-0.258242,0.993687,0.986547,-0.007139,down
1794680,2025-02-10,10h,951,20,200,1,30,7,-0.098693,-0.785714,0.979403,0.995025,0.015622,up
1794680,2025-03-13,10h,869,9,242,13,30,7,0.19349,5.190476,0.989749,0.94902,-0.04073,down
1794680,2025-04-08,10h,926,25,398,13,30,7,0.842024,1.228571,0.973712,0.96837,-0.005342,down
1794680,2025-05-26,10h,747,18,208,6,30,7,0.193345,0.428571,0.976471,0.971963,-0.004508,neutral
1794680,2025-06-27,10h,806,21,361,6,30,13,0.033594,-0.340659,0.974607,0.983651,0.009044,up
1794680,2025-07-16,10h,799,21,136,4,30,5,0.021277,0.142857,0.97439,0.971429,-0.002962,neutral
1794680,2025-09-29,10h,645,17,214,7,30,7,0.421927,0.764706,0.97432,0.968326,-0.005994,down
1794680,2025-10-21,10h,849,23,844,39,30,14,1.130237,2.63354,0.973624,0.955832,-0.017791,down
1794680,2025-12-18,10h,1302,16,556,14,30,18,-0.288274,0.458333,0.98786,0.975439,-0.012422,down
1794680,2026-02-09,10h,692,28,362,9,30,14,0.120974,-0.311224,0.961111,0.975741,0.01463,up
1794680,2026-03-19,10h,692,16,140,6,30,7,-0.132948,0.607143,0.977401,0.958904,-0.018497,down
1794680,2026-04-20,10h,592,15,200,10,30,7,0.447876,1.857143,0.975288,0.952381,-0.022907,down
255710,2024-05-19,10h,1032,81,167,9,30,4,0.213663,-0.166667,0.927224,0.948864,0.02164,up
255710,2024-06-27,10h,1008,74,633,31,30,14,0.345663,-0.102317,0.931608,0.953313,0.021705,up
255710,2024-10-24,10h,787,48,573,41,30,14,0.560174,0.830357,0.942515,0.933225,-0.00929,down
255710,2024-11-27,10h,1132,64,539,32,30,7,1.040636,1.142857,0.946488,0.943958,-0.00253,neutral
255710,2024-12-19,10h,1661,95,770,47,30,14,-0.006623,0.06015,0.9459,0.942472,-0.003427,neutral
255710,2025-03-13,10h,921,469,1129,147,30,18,1.043069,-0.477612,0.66259,0.884796,0.222206,up
255710,2025-05-08,10h,1055,85,218,18,30,7,-0.114421,-0.092437,0.925439,0.923729,-0.00171,neutral
255710,2025-06-26,10h,862,74,557,34,30,14,0.384654,-0.015444,0.92094,0.94247,0.02153,up
255710,2025-09-29,10h,760,74,183,18,30,7,0.031955,0.042471,0.911271,0.910448,-0.000823,neutral
255710,2025-12-18,10h,745,49,596,36,30,18,0.333333,0.22449,0.938287,0.943038,0.004751,neutral
255710,2026-03-05,10h,777,112,434,65,30,7,1.393822,1.487245,0.874016,0.869739,-0.004276,neutral
255710,2026-03-19,10h,1299,209,333,25,30,7,0.098647,-0.487355,0.861406,0.930168,0.068762,up
255710,2026-04-30,10h,871,79,204,18,30,7,0.003772,-0.023508,0.916842,0.918919,0.002077,neutral
